time,rad,ta,hr,pa,vv10,vv100,valor,pred,month,week,year,day,hour
2017-09-11 22:00:00,3.4722223e-05,17.022551999999997,92.04451999999999,80.09571,1.2939501288571056,1.8115462318801745,9.6,9.233333333333333,9,37,2017,0,22
2017-09-11 23:00:00,3.4722223e-05,16.326995999999998,92.67148,80.10089,1.107582141660821,1.6521873497434243,9.166666666666666,9.6,9,37,2017,0,23
2017-09-12 00:00:00,3.4722223e-05,16.036469,93.12486,80.07039,0.48082520542323376,1.4294055974992097,10.0,9.166666666666666,9,37,2017,1,0
2017-09-12 01:00:00,3.4722223e-05,15.3854065,93.18333,79.979454,0.4790882058339308,1.356756743538373,9.933333333333334,10.0,9,37,2017,1,1
2017-09-12 02:00:00,3.4722223e-05,14.058867999999999,94.83004,79.96564000000001,1.3071254748560561,1.791630582222856,9.766666666666667,9.933333333333334,9,37,2017,1,2
2017-09-12 03:00:00,3.4722223e-05,13.297545999999999,97.550186,79.978874,1.6662477648539338,2.108489077642263,9.9,9.766666666666667,9,37,2017,1,3
2017-09-12 04:00:00,3.4722223e-05,15.289764000000002,95.14502,79.994415,1.7239307406316022,2.259075462104097,7.2,9.9,9,37,2017,1,4
2017-09-12 05:00:00,0.1240625,14.973663,96.092865,80.014565,1.3606127195647633,1.7371870595304324,10.066666666666666,7.2,9,37,2017,1,5
2017-09-12 06:00:00,60.41965,15.448120000000001,96.683914,80.05197,1.221184430930371,1.7384663178715252,57.63333333333333,10.066666666666666,9,37,2017,1,6
2017-09-12 07:00:00,161.55608,16.203979999999998,96.41875,80.103195,0.9323397779854375,1.3290924712829248,177.33333333333334,57.63333333333333,9,37,2017,1,7
2017-09-12 08:00:00,435.64154,20.310242000000002,72.11998,80.11874,1.0536662223235687,1.417023844878163,519.0666666666667,177.33333333333334,9,37,2017,1,8
2017-09-12 09:00:00,653.6838,21.127594000000002,68.08442,80.11183,0.9870848531146138,1.3743572589983328,641.3333333333334,519.0666666666667,9,37,2017,1,9
2017-09-12 10:00:00,702.675,21.049622,68.49011999999999,80.074425,1.123684154832041,1.540340229076693,518.5714285714286,641.3333333333334,9,37,2017,1,10
2017-09-12 11:00:00,776.4543,23.056458,58.56799300000001,80.01571,1.0298292308469403,1.480949922352016,503.3703703703704,518.5714285714286,9,37,2017,1,11
2017-09-12 12:00:00,882.605,23.703888,56.642540000000004,79.95067,1.0706156936727178,1.4809915229950947,399.04,503.3703703703704,9,37,2017,1,12
2017-09-12 13:00:00,789.81396,24.149720000000002,55.352886,79.85283000000001,1.2046552638471772,1.6196018785644244,803.5333333333333,399.04,9,37,2017,1,13
2017-09-12 14:00:00,684.2302,22.499176000000002,64.64888,79.80448,1.4444858829090674,2.1206885691215183,248.33333333333334,803.5333333333333,9,37,2017,1,14
2017-09-12 15:00:00,446.999,22.094757,66.12325,79.73427,0.9618067375040426,1.4562775017086442,191.7,248.33333333333334,9,37,2017,1,15
2017-09-12 16:00:00,232.60674,19.857086,80.676636,79.73024000000001,1.83756818799048,3.1964232971481343,141.7,191.7,9,37,2017,1,16
2017-09-12 17:00:00,47.644721999999994,18.71817,86.18290999999999,79.83787,1.298089615695999,2.1738625238894937,81.46666666666667,141.7,9,37,2017,1,17
2017-09-12 18:00:00,3.4722223e-05,18.083527,88.02883,79.90347,0.8524597265843412,1.4829879153304144,7.966666666666667,81.46666666666667,9,37,2017,1,18
2017-09-12 19:00:00,3.4722223e-05,17.51831,89.74783000000001,80.000175,0.6592436997409228,1.270969576817495,8.5,7.966666666666667,9,37,2017,1,19
2017-09-12 20:00:00,3.4722223e-05,16.4805,90.04071,80.04737,0.17671423728201782,0.7507452131792469,8.533333333333333,8.5,9,37,2017,1,20
2017-09-12 21:00:00,3.4722223e-05,15.403656,93.403015,80.11068,0.8411269103664173,1.3279769259214596,10.533333333333333,8.533333333333333,9,37,2017,1,21
2017-09-12 22:00:00,3.4722223e-05,15.068085,94.5763,80.1055,0.5267840354918136,1.2235481154453547,10.4,10.533333333333333,9,37,2017,1,22
2017-09-12 23:00:00,3.4722223e-05,15.0954895,94.16901,80.04621999999999,0.5832204474303538,1.1462705602385692,10.433333333333334,10.4,9,37,2017,1,23
2017-09-13 00:00:00,3.4722223e-05,15.1698,94.73483,80.024925,0.6007386585512047,1.4362048382956136,10.2,10.433333333333334,9,37,2017,2,0
2017-09-13 01:00:00,3.4722223e-05,15.033356,95.46263,79.96967,0.5931250257764483,1.5004020432065333,10.3,10.2,9,37,2017,2,1
2017-09-13 02:00:00,3.4722223e-05,14.516266,97.04978,79.948944,0.4262929715222461,1.35546534428491,10.466666666666667,10.3,9,37,2017,2,2
2017-09-13 03:00:00,3.4722223e-05,14.095428,96.60646,79.96449,0.25957362645231946,1.2073766666122905,9.6,10.466666666666667,9,37,2017,2,3
2017-09-13 04:00:00,3.4722223e-05,13.510712,99.31933000000001,80.01398499999999,0.20113491727119684,0.857261995358391,9.333333333333334,9.6,9,37,2017,2,4
2017-09-13 05:00:00,0.10631944,14.5321045,98.8618,80.05945600000001,0.23740580363476058,0.7917504276545855,9.866666666666667,9.333333333333334,9,37,2017,2,5
2017-09-13 06:00:00,43.33913,14.875,99.7305,80.08593,0.43531724803188077,1.2811906921581384,45.46666666666667,9.866666666666667,9,37,2017,2,6
2017-09-13 07:00:00,198.37486,15.855591,96.58572,80.113556,0.4494506804864855,0.7237087083995329,130.83333333333334,45.46666666666667,9,37,2017,2,7
2017-09-13 08:00:00,381.6005,19.034271,82.29439,80.138885,0.3821809665534799,0.46945174573873555,322.6333333333333,130.83333333333334,9,37,2017,2,8
2017-09-13 09:00:00,494.20068,19.640259,82.01049,80.14520999999999,0.46441084113381,0.6169706680010353,685.1333333333333,322.6333333333333,9,37,2017,2,9
2017-09-13 10:00:00,745.6598,21.332245,78.331665,80.09514,0.6988642261858268,0.9554188446145484,712.7,685.1333333333333,9,37,2017,2,10
2017-09-13 11:00:00,832.44434,23.510223,67.93824000000001,80.019745,1.0316690267056703,1.4256432152351044,627.3666666666667,712.7,9,37,2017,2,11
2017-09-13 12:00:00,914.26776,23.904266,67.26899,79.930534,1.3679478520556843,1.9388860544842341,851.1481481481482,627.3666666666667,9,37,2017,2,12
2017-09-13 13:00:00,866.4989999999999,23.307404000000002,68.54255,79.7993,2.0051665846303193,2.7869499891100973,381.1333333333333,851.1481481481482,9,37,2017,2,13
2017-09-13 14:00:00,577.7605,22.946228,73.263824,79.83729,1.009037661867913,1.5055277259299515,262.1666666666667,381.1333333333333,9,37,2017,2,14
2017-09-13 15:00:00,269.15972999999997,22.630126999999998,73.31628,79.79988,0.9152790520269682,1.5011215561780797,170.23333333333332,262.1666666666667,9,37,2017,2,15
2017-09-13 16:00:00,168.0233,18.90149,84.73098,79.81541999999999,1.3203799716775322,2.244553840252073,65.8,170.23333333333332,9,37,2017,2,16
2017-09-13 17:00:00,50.60368,18.957520000000002,85.93405,79.95701,0.5077650886407739,1.245589922635898,49.8,65.8,9,37,2017,2,17
2017-09-13 18:00:00,3.4722223e-05,18.056122,89.27924,79.99844,0.875604820060888,1.5618606714507657,8.233333333333333,49.8,9,37,2017,2,18
2017-09-13 19:00:00,3.4722223e-05,17.440369,88.997345,80.07212,1.2312328053619959,1.7909537601046546,8.566666666666666,8.233333333333333,9,37,2017,2,19
